authorizer,enterer,modifier,reference_no,author1init,author1last,author2init,author2last,otherauthors,pubyr,reftitle,pubtitle,editors,pubvol,pubno,firstpage,lastpage,publication_type,basis,language,doi,comments,project_name,project_ref_no,created,modified
"M. Clapham","M. Clapham",,44091,"G. R.",Stevens,,,,2008,"Dactylioceratidae (Cephalopoda, Ammonoidea) from the Early Jurassic of New Zealand","New Zealand Journal of Geology and Geophysics",,51,,317,330,"journal article","stated with evidence",English,,,,,"2012-12-22 11:10:42","2012-12-22 11:10:42"
"M. Patzkowsky","P. Borkow",,3951,J.,Stewart,"M. A. S.",McMenamin,"J. M. Morales-Ramirez",1984,"Upper Proterozoic and Cambrian rocks in the Caborca Region, Sonora, Mexico - physical stratigraphy, biostratigraphy, paleocurrent studies, and regional relations","U. S. Geological Survey Professional Papers",,,1309,1,33,"journal article","stated without evidence",,,,,,"2001-06-08 12:13:43","2001-06-09 05:13:43"
"A. Miller","S. Kolbe",,37342,"S. E.",Stewart,"A. W.",Owen,,2008,"Probing the deep shelf: a Lagerstätte from the Upper Ordovician of Girvan, southwestern Scotland",Lethaia,,41,5,139,146,"journal article","stated without evidence",English,,,,,"2011-08-31 23:44:19","2011-08-31 23:44:19"
"W. Kiessling","W. Kiessling","W. Kiessling",8524,F.,Stiller,,,,2001,"Fossilvergesellschaftungen, Paläoökologie und paläosynökologische Entwicklung im Oberen Anisium (Mittlere Trias) von Qingyan, insbesondere Bangtoupo, Provinz Guizhou, Südwestchina","Münstersche Forschungen zur Geologie und Paläontologie",,92,,1,523,"serial monograph","stated without evidence",German,,,,,"2003-05-20 00:48:57","2003-05-20 17:48:57"
"M. Aberhan","S. Nurnberg",,17066,F.,Stiller,,,,2006,"Early Jurassic shallow-marine bivalves from Xiaping, southern Hunan, China","Palaeontographica Abteilung A",,274,1-2,1,70,"serial monograph","stated without evidence",English,,,,,"2006-04-05 04:04:55","2006-04-05 21:05:05"
"M. Clapham","M. Clapham",,38551,F.,Stiller,,,,2011,"An early isocrinid sea lily from the middle to late Anisian boundary (Middle Triassic) of south-west China - evidence for a far-east Tethyan origin of the family Isocrinidae",Palaeontology,,54,6,1415,1433,"journal article","stated with evidence",English,,,,,"2011-11-18 03:12:56","2011-11-18 03:12:56"
"M. Aberhan","D. Wellmanns","S. Nurnberg",37155,F.,"Stiller ",J.,Chen,,2004,"Eophilobryoidella sinoanisica new genus and species, an early Philobryid bivalve from the upper Anisian (middle Triassic) of Qingyan, southwestern China","Journal of Paleontology",,78,2,414,419,"journal article","stated with evidence",English,10.1666/0022-3360(2004)078,,,,"2011-08-19 23:39:33","2011-08-29 19:55:32"
"A. Miller","A. Hendy","A. Hendy",14129,"J. D.",Stilwell,,,,1993,"New Early Paleocene Mollusca from the Wangaloa Formation of South Island, New Zealand","New Zealand Journal of Geology and Geophysics",,67,3,360,369,"journal article","stated without evidence",English,,,,,"2005-08-10 23:36:43","2005-08-11 16:36:43"
"W. Kiessling","U. Merkel",,28633,"J. D.",Stilwell,,,,2003,"Macropalaeontology of the Trochocyathus-Trematotrochus band (Paleocene/Eocene boundary), Dilwyn Formation, Otway Basin, Victoria",Alcheringa,,27,,245,275,"journal article","stated with evidence",English,,,,,"2008-12-01 06:17:18","2008-12-02 01:17:18"
"J. Alroy","J. Alroy","J. Alroy",38383,"J. D.",Stilwell,"R. E.",Fordyce,"P. J. Rolfe",1994,"Paleocene isocrinids (Echinodermata: Crinoidea) from the Kauru Formation, South Island, New Zealand","Journal of Paleontology",,68,1,135,141,"journal article","stated without evidence",English,,,,,"2011-10-30 16:13:08","2011-10-30 16:13:47"
"W. Kiessling","U. Merkel",,30530,"J. D.",Stilwell,"S. J.",Gallagher,,2009,"Biostratigraphy and macroinvertebrate palaeontology of the petroleum-rich Belfast Mudstone (Sherbrook Group, uppermost Turonian to mid-Santonian), Otway Basin, southeastern Australia","Cretaceous Research",,30,,873,884,"journal article","stated without evidence",English,,,,,"2009-08-13 00:47:05","2009-08-13 17:47:05"
"J. Alroy","J. Alroy","J. Alroy",6173,"J. D.",Stilwell,"R. A.",Henderson,,2002,"Description and paleobiogeographic significance of a rare Cenomanian molluscan faunule from Bathurst Island, northern Australia","Journal of Paleontology",,76,3,447,471,"journal article","stated without evidence",English,,,,,"2002-05-05 13:50:29","2002-05-06 06:50:29"
"L. Ivany","L. Ivany",,18284,"J. D.",Stilwell,"W. J.",Zinsmeister,,1992,"Molluscan Systematics and Biostratigraphy","Antarctic Research Series, AGU ",,55,,,,"serial monograph","stated without evidence",English,,,,,"2006-08-16 10:56:49","2006-08-17 03:56:49"
"A. Hendy","A. Hendy",,19080,"J. D.",Stilwell,"W. J.",Zinsmeister,"A. E. Oleinik",2004,"Early Paleocene Mollusks of Antarctica: Systematics, Paleoecology and Paleobiogeographic Significance","Bulletins of American Paleontology",,367,,,,"serial monograph","stated with evidence",English,,,,,"2006-10-29 21:06:13","2006-10-30 16:06:13"
"M. Patzkowsky","P. Borkow","J. Alroy",682,"B. L.",Stinchcomb,,,,1986,"New Monoplacophora (Mollusca) from Late Cambrian and Early Ordovician of Missouri","Journal of Paleontology",,60,3,606,626,"journal article","stated without evidence",,,,,,"2000-08-27 11:13:27","2009-11-23 09:24:02"
"P. Wagner","P. Wagner","P. Wagner",11365,B.L.,Stinchcomb,N.A.,Angeli,,2002,"New Cambrian and Lower Ordovician monoplacophorans from the Ozark Uplift, Missouri","Journal of Paleontology",,76,6,965,974,"journal article","stated without evidence",,,,,,"2004-08-04 19:54:55","2004-08-05 12:54:55"
"P. Wagner","P. Wagner",,16363,B.L.,Stinchcomb,G.,Darrough,,1995,"Some molluscan problematica from the Upper Cambrian - Lower Ordovician of the Ozark uplift","Journal of Paleontology",,69,1,52,65,"journal article","stated without evidence",English,,,,,"2006-01-25 10:44:59","2006-01-26 05:44:59"
"M. Patzkowsky","P. Borkow",,833,"J. H.",Stitt,,,,1983,"Enrolled Late Cambrian trilobites from the Davis Formation, southeast Missouri","Journal of Paleontology",,57,1,93,105,"journal article","stated without evidence",,,,,,"2000-12-09 15:26:17","2000-12-10 10:26:17"
"M. Patzkowsky","P. Borkow","J. Alroy",558,"J. H.",Stitt,,,,1998,"Trilobites from the Cedarina dakotaensis zone, lowermost part of the Deadwood Formation, (Marjuman Stage, Upper Cambrian), Black Hills South Dakota","Journal of Paleontology",,72,6,1030,1046,"journal article","stated without evidence",,,,,,"2000-06-28 10:24:14","2009-11-23 09:25:29"
"M. Patzkowsky","P. Borkow",,842,"J. H.",Stitt,"W. M.",Straatmann,,1997,"Trilobites from the upper part of the Deadwood Formation (Upper Franconian and Trempealeauan stages, Upper Cambrain), Black Hills, SOuth Dakota","Journal of Paleontology",,71,1,86,102,"journal article","stated without evidence",,,,,,"2001-01-11 16:08:46","2001-01-12 11:08:46"
"A. Miller","P. Novack-Gottshall","J. Alroy",220,"C. W.",Stock,,,,1997,"Lower Devonian (Lochkovian) Stromatoporoidea from the Coeymans Formation of Central New York","Journal of Paleontology",,71,4,539,553,"journal article","stated without evidence",,,,,,"1999-08-05 10:26:58","2009-11-23 09:25:29"
"L. Ivany","P. Wall","P. Wall",12857,"R. B.",Stokes,,,,1986,"The echinoid Isaster from the Danian of Turkey","Neues Jahrbuch Fuer Geologie und Palaeontologie",,3,,171,173,"journal article","stated without evidence",,,,,,"2005-03-11 08:50:24","2005-03-12 03:50:24"
"W. Kiessling","U. Merkel",,25457,J.,Stolarski,,,,1996,"Paleogene corals from Seymour Island, Antarctic Peninsula","Palaeontologia Polonica",,55,,51,63,"serial monograph","stated without evidence",English,,,,,"2007-10-10 04:25:24","2007-10-10 21:25:24"
"W. Kiessling","U. Merkel",,25458,J.,Stolarski,,,,1998,"Conopora (Stylasteridae, Hydrozoa) from the Eocene of Seymour Island","Antarctic Science",,10,4,487,492,"journal article","stated without evidence",English,,,,,"2007-10-10 05:21:00","2007-10-10 22:21:00"
"W. Kiessling","S. Jankowski",,28244,J.,Stolarski,M.,Taviani,,2001,"Oligocene scleractinian corals from CRP-3 drillhole, McMurdo Sound (Victoria Land Basin, Antarctica)","Terra Antartica",,8,3,1,4,"journal article","stated with evidence",English,,,,,"2008-10-06 06:48:44","2008-10-07 00:48:44"
"L. Villier","L. Villier","L. Villier",28041,R.,Storc,,,,1997,"Ophiuroid remains from the nearshore environments of the Bohemian Cretaceous basin (Cenomanian - Turonian boundary interval). A preliminary report.","Vestnik Ceského geologického ustavu [Bulletin of the Czech Geological Survey]",,72,2,171,174,"journal article","stated without evidence",English,,,,,"2008-08-23 06:07:50","2008-08-23 23:08:47"
"L. Villier","J. Millet","J. Alroy",15602,R.,Storc,,,,2004,"The Late Cretaceous brittle star Ophiosmilax? alternatus from Europe and northern Africa",Géobios,,37,,395,401,"journal article","stated without evidence",English,,,,,"2006-01-18 01:18:38","2006-12-31 09:12:36"
"L. Villier","L. Villier",,28040,R.,Storc,,,,2004,"The ophiuroid Amphiura? plana in nearhore settings of the Bohemian Cretaceous basin (Czech Republic)","Geologica Carpathica",,55,1,37,41,"journal article","stated with evidence",English,,,,,"2008-08-23 05:49:44","2008-08-23 22:49:44"
"M. Uhen","M. Uhen",,18139,"R. W.",Storer,,,,2001,"A new Pliocene grebe from Lee Creek deposits","Smithsonian Contributions to Paleobiology",,90,,227,231,"journal article","stated without evidence",English,,,,,"2006-08-01 05:57:19","2006-08-01 22:57:19"
"A. Miller","K. Layou",,811,"E. V.",Storm,,,,1985,"A study of a diminutive fauna from the Marcellus Formation (Middle Devonian-Erian) from sites in Albany County, New York, and Sussex County, New Jersey","unpublished M. A. thesis, Montclair State College",,,,1,27,,"stated without evidence",,,,,,"2000-11-08 03:47:28","2000-11-08 22:47:28"
"A. Miller","P. Novack-Gottshall",,120,,Stormer,,,,1953,?,?,,?,?,?,?,,"stated without evidence",,,,,,"2002-03-04 16:40:28","2002-03-05 11:40:28"
"R. Plotnick","R. Plotnick","R. Plotnick",11983,L,Stormer,,,,1970,"Arthropods from the Lower Devonian (Lower Emsian) of Alken an der Mosel, Germany. Part 1: Arachnida.","Senckenbergiana Lethaea",,51,4,335,369,"journal article","stated without evidence",,,"PArt 1 of 5. ",,,"2004-11-15 12:56:27","2004-11-16 07:56:27"
"R. Plotnick","R. Plotnick","R. Plotnick",11984,L,Stormer,,,,1972,"Arthropods from the Lower Devonian (Lower Emsian) of Alken an der Mosel, Germany. Part 2. Xiphosura.","Senckenbergiana Lethaea ",,53,1/2,1,29,"journal article","stated without evidence",,,"Part 2 of 5. ",,,"2004-11-15 12:59:27","2004-11-16 08:11:56"
"R. Plotnick","R. Plotnick","R. Plotnick",11988,L,Stormer,,,,1976,"Arthropods from the Lower Devonian (Lower Emsian) of Alken an der Mosel, Germany. Part 5: Myriapoda and additional forms, with general remarks on fauna and problems regarding invasion of land by arthropods. ","Senckenbergiana Lethaea",,57,2/3,87,183,"journal article","stated without evidence",,,"Part 5 of 5. ",,,"2004-11-15 13:09:51","2004-11-16 08:10:59"
"M. Clapham","J. Karr",,37722,"S. Y.",Storozhenko,,,,1990,"Permian fossil insects of North-East Europa: revision of the family Atactophlebiidae","Deutsche Entomologische Zeitschrift",,37,4-5,407,412,"journal article","stated with evidence",English,,,,,"2011-09-18 09:59:05","2011-09-18 09:59:05"
"M. Clapham","M. Clapham","M. Clapham",44178,"S. Y.",Storozhenko,,,,1993,"Reviziya semeystva Megakhosaridae (Grylloblattida)","Mezozoyskie Nasekomye i Ostrakody Azii","A. G. Ponomarenko",,,100,112,"book/book chapter","stated with evidence",Russian,,,,,"2013-01-05 06:20:43","2013-04-07 06:22:22"
"M. Clapham","M. Clapham",,37072,"S. Y.",Storozhenko,"D. S.",Aristov,,1999,"New genus of the family Liomopteridae (Insecta: Grylloblattida) from Lower Permian of Russia","Far Eastern Entomologist",,76,,6,8,"journal article","stated with evidence",English,,,,,"2011-08-12 01:20:39","2011-08-12 01:20:39"
"P. Mannion","P. Mannion",,37015,"G. W.",Storrs,,,,1986,"A Dyrosaurid Crocodile (Crocodylia: Mesosuchia) from the Paleocene of Pakistan",Postilla,,197,,1,16,"journal article","stated with evidence",English,,,,,"2011-08-09 21:52:59","2011-08-09 21:52:59"
"R. Benson","R. Benson",,44198,"G. W.",Storrs,,,,1995,"A juvenile specimen of ? Plesiosaurus sp. from the Lias (Lower Jurassic, Pliensbachian) near Charmouth, Dorset, England","Proceedings of the Dorsal Archaelogical and Natural History Society",,116,,71,76,"journal article","stated without evidence",English,,,,,"2013-01-08 02:01:56","2013-01-08 02:01:56"
"A. Miller","C. Ferguson",,4089,"A. J.",Stose,"G. W.",Stose,,1944,"Geology of the Hanover-York District Pennsylvania","Professional Paper 204 (US Geological Survey)",,,204,1,84,"book/book chapter","stated without evidence",,,,,,"2001-07-17 08:38:22","2001-07-18 01:38:22"
"A. Hendy","A. Hendy",,29910,"D. F.",Stott,,,,1963,"The Cretaceous Alberta Group and equivalent rocks, Rocky Mountain foothills, Alberta","Geological Survey of Canada Memoir",,317,,1,306,"serial monograph","second hand",English,,,,,"2009-05-07 14:59:27","2009-05-08 07:59:27"
"J. Alroy","J. Alroy",,31953,"L. E.",Stover,,,,1956,"Ostracoda from the Windom Shale (Hamilton) of Western New York","Journal of Paleontology",,30,5,1092,1142,"journal article","not entered",English,,,,,"2010-02-08 16:15:53","2010-02-09 11:15:53"
"A. Hendy","A. Hendy",,18722,A.,Stoyanow,,,,1949,"Lower Cretaceous stratigraphy in southeastern Arizona","Geological Society of America Memoir",,38,,1,156,"serial monograph","stated with evidence",English,,,,,"2006-09-18 03:49:56","2006-09-18 20:49:56"
"A. Miller","P. Novack-Gottshall",,481,,"Stratigraphic Group of AnHui, China",,,,1978,"Regional stratigraphic table of Eastern China, AnHui Province","Geological Publishing House, Beijing, China",,,,,,,"stated without evidence",,,,,,"2000-05-24 16:06:35","2000-05-25 09:06:35"
"A. Miller","P. Novack-Gottshall",,477,,"Stratigraphic Group of Central South China",,,,1974,"Regional stratigraphic data of central South China","Geological Publishing House, Beijing, China",,,,,,,"stated without evidence",,,,,,"2000-05-24 08:16:02","2000-05-25 01:16:02"
"A. Miller","P. Novack-Gottshall",,3864,,"Stratigraphic Group of GanSu, QingHai, and Tibet Provinces",,,,?,"Regional stratigraphic table of China: GanSu, QingHai, and Tibet Provinces","Geological Publishing House, Beijing, China (Original source resides with A. Miller)",,,,,,"book/book chapter","stated without evidence",,,,,,"2002-03-04 16:40:28","2002-03-05 11:40:28"
"A. Miller","P. Novack-Gottshall",,479,,"Stratigraphic Group of Jiangxi, China",,,,1978,"Regional stratigraphic table of Eastern China, Jiangxi Province","Geological Publishing House, Beijing, China",,,,,,,"stated without evidence",,,,,,"2000-05-24 08:20:01","2000-05-25 01:20:01"
"A. Miller","P. Novack-Gottshall",,3860,,"Stratigraphic Group of NingXia, GanSu and ShanDong Provinces",,,,1980,"Regional stratigraphic table of northern China: NingXia, GanSu and ShanDong Provinces","Geological Publishing House, Beijing, China (Original source resides with A. Miller)",,,,,,"book/book chapter","stated without evidence",,,,,,"2002-03-04 16:40:28","2002-03-05 11:40:28"
"A. Miller","P. Novack-Gottshall",,526,,"Stratigraphic Group of Quing Hai Province",,,,1980,"Regional stratigraphic tables of the north western China region: Volume of NinXia Province","Geological Publishing House, Beijing, China",,,,,,,"stated without evidence",,,,,,"2000-06-11 14:42:39","2000-06-12 07:42:39"
"A. Miller","P. Novack-Gottshall",,478,,"Stratigraphic Group of Yunnan, China",,,,1978,"Regional stratigraphic data of Southwest China, Yunnan Province","Geological Publishing House, Beijing, China",,,,,,,"stated without evidence",,,,,,"2000-05-24 08:17:57","2000-05-25 01:17:57"
"A. Miller","P. Novack-Gottshall",,480,,"Stratigraphic Group of Zhejiang, China",,,,1979,"Regional stratigraphic table of Eastern China, Zhejiang Province","Geological Publishing House, Beijing, China",,,,,,,"stated without evidence",,,,,,"2000-05-24 16:04:24","2000-05-25 09:04:24"
"A. Hendy","A. Hendy",,28034,J.,Strelin,"R. A.",Scasso,"E. B. Olivero",1992,"Nuevos afloramientos de la Formacion Santa Marta (Cretacio Tardio), en las Isla James Ross, Antartida. Estratigrafia e implcancias estructurales","Geologia de la Isla James Ross",,,,201,237,"book/book chapter","stated without evidence",English,,,,,"2008-08-22 08:42:34","2008-08-23 01:42:34"
"W. Kiessling","U. Merkel",,26507,"S. I.",Strelnikov,,,,1971,"Znacheniye rugoz dlya stratigrafii siluriyskikh otlozheniy Pripolyarnogo Urala i gryady Chernysheva [Stratigraphy significance of rugose corals from Silurian deposits of the polar Urals and the Chernysheva ridge]","in Rugozy i stromatoporoidei paleozoya SSSR [Paleozoic Rugosa and Stromatoporoidea of the USSR], Papers of II Allunion Symposium on fossil corals of the USSR",,,2,71,88,"book/book chapter","stated without evidence",Russian,,,,,"2008-02-19 07:58:52","2008-02-20 02:58:52"
"M. Carrano","M. Carrano",,36223,"H. E.",Strickland,,,,1842,"On the occurrence of the Bristol Bone-Bed in the Lower Lias near Tewksbury",,,3,83,585,588,"journal article","stated without evidence",English,,"vol. 3, part 3., no. 83",ETE,,"2011-05-19 06:45:37","2011-05-19 06:45:37"
"G. Webster","G. Webster","U. Merkel",22509,"H. L.",Strimple,,,,1948,"Notes on Phanocrinus from the Fayetteville Formation of northeastern Oklahoma","Journal of Paleontology",,22,,490,493,"journal article","stated with evidence",English,,,1%,21020,"2007-02-26 19:06:21","2007-05-23 21:46:26"
