genus,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Silurina,416.000,412.300,3,0,NaN
Siluriphorus,428.200,409.100,6,0,NaN
Simaproetus,412.300,409.100,2,0,NaN
Simaspidoceras,150.800,150.800,1,1,0.0556
Simbirskites,136.400,130.000,2,0,NaN
Simeonella,242.000,221.500,6,0,NaN
Similipecten,0.012,0.000,1,1,0.0069
Similodonta,452.000,443.700,18,0,NaN
Similotheca,516.000,513.000,3,0,NaN
Simobactrites,290.100,279.500,1,0,NaN
Simocosmoceras,150.800,145.500,2,2,0.0053
Simplexastraea,150.800,122.460,2,1,0.0159
Simplexodictyon,436.000,388.100,24,0,NaN
Simulidium,145.500,140.200,1,1,0.0137
Simulolenus,501.000,488.300,3,0,NaN
Sinabairdia,259.000,254.000,1,0,NaN
Sinaxis,388.100,383.700,2,0,NaN
Sinbadiella,251.300,247.200,2,2,1.0000
Sinclairoceras,460.900,449.500,1,1,1.0000
Sincola,11.608,5.332,1,0,NaN
Sindeites,164.700,161.200,1,1,0.5000
Sindonopsis,272.500,268.000,2,2,0.0526
Sinezona,37.200,0.000,2,1,0.0455
Sinistriconcha,360.700,345.300,1,0,NaN
Sinistrispira,416.000,391.900,1,0,NaN
Sinobelemnites,235.000,221.500,1,0,NaN
Sinoceltites,254.000,252.300,9,1,1.0000
Sinoceras,466.000,452.000,36,0,NaN
Sinocoelia,272.500,252.300,5,0,NaN
Sinocystis,463.500,460.900,1,0,NaN
Sinodiscus,520.000,516.000,1,0,NaN
Sinodisphyllum,383.700,376.100,3,0,NaN
Sinoglottidia,252.300,221.500,14,2,0.0038
Sinonia,99.600,93.500,1,0,NaN
Sinopagetia,513.000,505.000,2,0,NaN
Sinoparapilekia,488.300,478.600,1,1,0.5556
Sinopetaloblastus,376.100,360.700,1,0,NaN
Sinophyllum,279.500,259.000,17,0,NaN
Sinopora,449.500,259.000,24,0,NaN
Sinorhynchia,247.200,242.000,1,0,NaN
Sinorthis,478.600,460.900,17,0,NaN
Sinosachites,542.000,516.000,3,0,NaN
Sinospongophyllum,388.100,383.700,5,0,NaN
Sinosura,167.700,65.500,8,1,0.2500
Sinotectirostrum,376.100,364.700,7,0,NaN
Sinotitanoceras,279.500,272.500,1,0,NaN
Sinskolutella,516.000,513.000,2,0,NaN
Sinuatella,339.400,254.000,10,0,NaN
Sinucosta,247.200,201.600,53,26,0.0257
Sinucostella,247.200,242.000,4,0,NaN
Sinuella,501.000,488.300,2,0,NaN
Sinuites,466.000,445.600,93,22,0.0804
Sinuitina,412.300,345.000,12,1,0.0037
Sinuitopsina,468.100,460.900,1,0,NaN
Sinum,48.600,3.4,26,3,0.0048
Sinuopea,501.000,478.600,14,1,0.1111
Sinuosiphyllia,40.400,37.200,2,0,NaN
Sinuozyga,279.500,272.500,1,1,0.0062
Sinutropis,449.500,422.900,8,0,NaN
Sinzowiella,125.450,112.030,2,0,NaN
Siphocypraea,3.600,2.588,7,0,NaN
Siphodictyum,130.000,99.600,7,5,0.1256
Siphogonuchites,542.000,516.000,48,0,NaN
Siphonalia,61.700,0.012,9,4,0.0011
Siphonaria,65.500,0.781,3,1,0.0002
Siphonia,99.600,83.500,2,0,NaN
Siphonilda,212.000,205.600,1,1,0.0174
Siphonobolus,501.000,478.600,2,1,0.0769
Siphonochelus,23.030,3.4,3,0,NaN
Siphonocoelia,140.200,136.400,6,0,NaN
Siphonocrinus,436.000,426.200,25,0,NaN
Siphonodendron,388.100,314.600,169,7,0.1355
Siphonolasma,445.600,443.700,1,0,NaN
Siphonophrentis,409.100,383.700,46,0,NaN
Siphonophyla,235.000,232.000,2,0,NaN
Siphonophyllia,360.700,326.400,36,0,NaN
Siphonosia,279.500,272.500,1,0,NaN
Siphonotreta,463.500,460.900,3,0,NaN
Sirenites,235.000,221.500,7,2,1.0000
Sisenna,265.000,183.000,38,31,0.0110
Siskiyouspira,449.500,443.700,1,0,NaN
Sismondia,48.600,15.970,7,0,NaN
Sita,70.600,65.500,2,0,NaN
Sivajiceras,164.700,161.200,1,1,0.5000
Siveterella,259.000,254.000,3,0,NaN
Sizilites,268.000,265.000,3,0,NaN
Skara,501.000,488.300,1,1,0.7778
Skelidorygma,353.800,342.800,10,3,0.0627
Skenea,15.970,0.012,2,0,NaN
Skenidioides,463.500,402.500,121,23,0.0401
Skenidium,428.200,416.000,3,0,NaN
Skiaster,65.500,61.700,1,1,1.0000
Skolekophyllum,290.100,279.500,2,0,NaN
Skreiaspis,513.000,501.000,1,0,NaN
Skryjagnostus,530.000,501.000,2,0,NaN
Skwarkoella,70.600,65.500,1,0,NaN
Slapylites,513.000,501.000,3,0,NaN
Slava,426.200,421.300,15,1,0.0005
Slavinka,428.200,418.700,8,0,NaN
Slehoferia,455.800,452.000,2,0,NaN
Sleia,426.200,416.000,7,0,NaN
Slemmestadoceras,488.300,478.600,2,0,NaN
Slependia,439.000,436.000,1,0,NaN
Sloveniaxon,298.900,272.500,6,0,NaN
Sluzka,416.000,412.300,1,0,NaN
Smaragdia,23.030,0.012,12,4,0.0096
Smichovia,416.000,412.300,1,0,NaN
Smilostylia,161.200,150.800,7,0,NaN
Smilotrochus,145.500,33.900,31,3,0.0144
Smithicyathus,383.700,376.100,5,0,NaN
Smithiphyllum,391.900,376.100,83,0,NaN
Smithocycloides,382.400,379.500,1,0,NaN
Smittina,40.400,0.007145,25,0,NaN
Smittipora,85.800,0.007145,26,2,0.0215
Smittoidea,7.246,5.332,1,0,NaN
Snoopyia,418.700,416.000,8,0,NaN
Soanella,466.000,460.900,1,0,NaN
Soaresirhynchia,183.000,175.600,43,17,0.3647
Sobolewia,391.900,383.700,5,0,NaN
Sobralispongia,155.700,150.800,2,0,NaN
Sochkineophyllum,345.300,254.000,9,0,NaN
Sociophyllum,391.900,382.400,38,1,0.5000
Soetenichia,388.100,383.700,1,0,NaN
Sogdianella,93.500,89.300,2,2,0.6679
Sojanoneura,272.500,268.000,4,4,0.0526
Sokelasma,272.500,268.000,6,6,0.0714
Sokolovitheca,530.000,520.000,1,1,0.0048
Sokolowia,55.800,37.200,3,3,0.0341
Sokolskya,318.100,306.950,1,1,0.0016
Solanocrinites,161.200,150.800,2,1,0.0238
Solariconulus,251.300,247.200,1,0,NaN
Solariella,221.500,2.588,18,8,0.0004
Solarioconulus,235.000,201.600,8,5,0.0006
Solariorbis,55.800,11.608,3,1,0.0060
Solarium,201.600,11.608,11,0,NaN
Soleachiton,279.500,272.500,5,5,0.0646
Solecurtus,48.600,0.012,13,3,0.0040
Solemya,306.950,61.700,37,3,0.0069
Solen,40.400,0.012,5,1,0.0016
Solena,48.600,15.970,8,0,NaN
Solenastrea,37.200,0.007145,90,10,0.0563
Soleniscus,360.700,247.200,115,63,0.0250
Solenoceras,83.500,65.500,5,2,0.0067
Solenochilus,360.700,295.000,4,2,0.0240
Solenocoenia,164.700,99.600,65,10,0.0234
Solenodendron,339.400,336.000,3,0,NaN
Solenolmia,268.000,201.600,74,1,1.0000
Solenomorpha,409.100,221.500,8,2,0.0443
Solenoparia,513.000,501.000,5,0,NaN
Solenopleura,516.000,488.300,7,1,0.0182
Solenopleurella,513.000,501.000,11,1,0.1250
Solenospira,268.000,259.000,2,1,0.0189
Solenosteira,33.900,28.400,1,0,NaN
Solgerites,89.300,85.800,6,0,NaN
Solidothalamia,268.000,265.000,2,0,NaN
Solidula,2.588,0.012,3,2,0.0089
Solipetra,409.100,383.700,6,0,NaN
Sollasia,339.400,205.600,200,11,0.1952
Solnhofenia,150.800,145.500,1,1,0.1667
Sololites,507.000,505.000,15,15,0.3468
Solominella,379.500,376.100,1,0,NaN
Solontzella,516.000,513.000,5,0,NaN
Solutossaspongia,279.500,252.300,2,0,NaN
Solyma,99.600,65.500,28,5,0.0195
Somalica,99.600,89.300,5,0,NaN
Somalirhynchia,167.700,155.700,114,32,0.1254
Somalitela,155.700,150.800,1,0,NaN
Somalithyris,161.200,155.700,16,0,NaN
Somapecten,161.200,155.700,2,0,NaN
Somersetella,422.900,418.700,5,5,0.2100
Somoholites,313.800,295.000,2,0,NaN
Somphocrinus,232.000,221.500,1,0,NaN
Somphocyathus,520.000,516.000,2,0,NaN
Somphopora,436.000,383.700,2,1,0.0039
Sonella,513.000,501.000,1,1,1.0000
Songlinella,542.000,516.000,1,0,NaN
Songtaoia,488.300,478.600,1,1,1.0000
Sonneratia,112.030,109.000,4,0,NaN
Sonninia,175.600,168.400,28,4,0.0028
Sontheimia,161.200,145.500,3,0,NaN
Sootryenella,61.700,61.700,1,0,NaN
Sophogramma,145.500,140.200,1,1,1.0000
Sorinoceras,279.500,272.500,1,0,NaN
Sororcula,212.000,201.600,9,9,0.0296
Sortanella,460.900,449.500,6,5,0.0293
Sosioceras,268.000,265.000,4,0,NaN
Sosiocrimites,290.100,265.000,4,0,NaN
Sosiolytes,268.000,265.000,1,0,NaN
Soudanella,58.700,55.800,1,0,NaN
Sourimis,83.500,65.500,4,0,NaN
Sowerbina,318.100,252.300,9,0,NaN
Sowerbya,164.700,150.800,21,19,0.0169
Sowerbyceras,164.700,150.800,8,0,NaN
Sowerbyella,478.600,409.100,361,188,0.2471
Sowerbyites,478.600,455.800,25,0,NaN
Spanila,426.200,412.300,19,0,NaN
Spanionema,388.100,379.500,5,0,NaN
Spaniorinus,70.600,61.700,2,1,0.0000
Spatagobrissus,15.970,13.650,1,0,NaN
Spatangus,15.970,2.588,4,0,NaN
Spathella,339.400,326.400,3,0,NaN
Spathites,93.500,89.300,9,6,0.1450
Spathochlamys,3.600,2.588,1,0,NaN
Spatiopora,466.000,460.900,2,0,NaN
Spatuloconus,516.000,513.000,1,0,NaN
Speetoniceras,136.400,130.000,2,0,NaN
Spencella,516.000,505.000,6,3,0.3630
Spenceraster,99.600,89.300,4,0,NaN
Speotrypa,388.100,383.700,1,0,NaN
Speyeris,478.600,468.100,8,8,0.3048
Sphaenospira,364.700,360.700,2,2,0.9733
Sphaera,247.200,112.030,7,1,0.0101
Sphaeractinia,155.700,136.400,6,5,0.1786
Sphaeragnostus,455.800,449.500,3,0,NaN
Sphaeraster,164.700,145.500,2,0,NaN
Sphaerexochus,468.100,418.700,94,8,0.0339
Sphaeriella,383.700,370.600,7,0,NaN
Sphaeriola,201.600,155.700,23,3,0.0031
Sphaerirhynchia,436.000,409.100,63,4,0.0225
Sphaerium,161.200,2.588,8,0,NaN
Sphaerocladiscites,242.000,235.000,1,0,NaN
Sphaerocoryphe,466.000,445.600,29,1,0.0011
Sphaerocyclus,428.200,422.900,2,0,NaN
Sphaerocypraea,58.700,15.970,2,0,NaN
Sphaerocystites,418.700,416.000,2,0,NaN
Sphaerodemopsis,150.800,145.500,4,3,0.0153
Sphaeroidothyris,183.000,161.200,49,5,0.1426
Sphaeroma,37.200,33.900,1,0,NaN
Sphaeronites,478.600,466.000,1,0,NaN
Sphaerophthalmella,488.300,478.600,1,0,NaN
Sphaerophthalmus,501.000,488.300,1,0,NaN
Sphaeropontia,268.000,265.000,1,1,0.0385
Sphaerorthoceras,422.900,416.000,15,0,NaN
Sphaerothalamia,221.500,215.560,1,0,NaN
Sphaerotiaris,171.600,161.200,3,0,NaN
Sphaerotocrinus,418.700,416.000,1,0,NaN
Sphaeroverticillites,212.000,205.600,1,0,NaN
Sphaerucaprina,99.600,93.500,8,0,NaN
Sphaerulites,112.030,70.600,12,0,NaN
Sphenalosia,268.000,265.000,1,0,NaN
Sphenaulax,235.000,145.500,7,0,NaN
Sphenia,65.500,12.700,8,3,0.0001
Spheniopsis,33.900,23.030,3,2,0.0091
Sphenodiscus,83.500,65.500,19,13,0.0105
Sphenophragmus,388.100,383.700,1,0,NaN
Sphenorhynchia,183.000,164.700,18,2,0.0067
Sphenosphaera,452.000,428.200,46,4,0.1168
Sphenosteges,272.500,259.000,23,2,0.0091
Sphenothallus,460.900,436.000,2,1,0.0244
Sphenotreta,468.100,443.700,4,0,NaN
Sphenotrigonia,122.460,112.030,1,0,NaN
Sphenotrochus,65.500,33.900,6,0,NaN
Sphenotus,345.000,290.100,2,1,0.2000
Spherolichaetetes,254.000,252.300,1,0,NaN
Sphinctocyathus,530.000,516.000,17,0,NaN
Sphinctonella,161.200,155.700,1,0,NaN
Sphingites,232.000,221.500,1,0,NaN
Sphooceras,422.900,418.700,10,1,0.0113
Spica,272.500,259.000,13,0,NaN
Spicuchelodes,460.900,449.500,1,0,NaN
Spinammatoceras,175.600,171.600,2,0,NaN
Spinarella,279.500,272.500,2,0,NaN
Spinatrypa,428.200,298.900,255,45,0.0376
Spinatrypina,428.200,376.100,60,4,0.0090
Spinella,409.100,391.900,6,0,NaN
Spinibolops,360.700,345.300,1,0,NaN
Spinicharybdis,421.300,418.700,5,5,0.0925
Spinidelphinulopsis,221.500,215.560,3,0,NaN
Spinifrons,290.100,272.500,22,4,0.0095
Spinifulgur,33.900,28.400,1,0,NaN
Spinilingula,488.300,478.600,2,2,0.0164
Spiniloma,175.600,155.700,3,2,0.0574
Spiniomphalus,212.000,205.600,1,1,0.0026
Spiniscutellum,416.000,412.300,4,0,NaN
Spinobairdia,265.000,259.000,1,1,0.0082
Spinocarinifera,360.700,345.300,25,21,0.0408
Spinocypris,254.000,221.500,14,2,1.0000
Spinocyrtia,391.900,379.500,62,7,0.0596
Spinofenestella,303.400,254.000,30,3,0.0497
Spinolepismatina,235.000,232.000,3,0,NaN
Spinomarginifera,298.900,251.300,263,60,0.0850
Spinomartinia,295.000,252.300,4,2,0.2568
Spinomelon,28.400,23.030,3,0,NaN
Spinophyllum,391.900,376.100,20,0,NaN
Spinoplasia,412.300,409.100,2,0,NaN
Spinopriscopedatus,167.700,89.300,11,0,NaN
Spinoredlichia,516.000,513.000,2,0,NaN
Spinosocyathus,530.000,513.000,6,0,NaN
Spinospitella,516.000,513.000,2,0,NaN
Spinospongia,265.000,259.000,3,3,0.0322
Spinulicosta,416.000,376.100,21,5,0.0171
Spinuliplena,360.700,345.300,1,0,NaN
Spinulitheca,542.000,513.000,5,0,NaN
Spinulrichospira,391.900,388.100,2,2,0.0244
Spinyplatyceras,391.900,383.700,9,0,NaN
Spiraculinella,290.100,279.500,6,6,0.0351
Spiradaphne,33.900,28.400,1,0,NaN
Spiranodus,388.100,383.700,1,0,NaN
Spiraserpula,125.450,122.460,1,0,NaN
Spirelytha,295.000,272.500,8,4,0.3710
Spirifer,449.500,265.000,445,62,0.0959
Spiriferella,306.950,252.300,260,32,0.0818
Spiriferellina,360.700,252.300,233,58,0.0293
Spiriferina,360.700,171.600,137,48,0.0586
Spiriferinaella,290.100,265.000,16,1,0.0005
Spirigera,272.500,201.600,8,0,NaN
Spirigerella,409.100,252.300,252,69,0.1358
Spirigerellina,247.200,235.000,4,2,1.0000
Spirigerina,460.900,388.100,73,11,0.0219
Spirillicyathus,520.000,516.000,5,0,NaN
Spirina,436.000,416.000,4,0,NaN
Spirinella,439.000,391.900,16,7,0.1635
Spiroceras,171.600,164.700,5,0,NaN
Spirochrysalis,265.000,232.000,5,0,NaN
Spirocirrus,196.500,189.600,1,0,NaN
Spirocolpus,40.400,5.332,3,0,NaN
Spirocyathella,516.000,513.000,2,0,NaN
Spirocyathus,516.000,513.000,2,0,NaN
Spirocyclina,279.500,232.000,4,1,0.0010
Spiroecus,449.500,445.600,2,0,NaN
Spiroglyphus,15.970,11.608,1,0,NaN
Spirogmoceras,232.000,221.500,9,1,0.3333
Spirolophia,85.800,83.500,1,1,0.0159
Spirophyllum,336.000,326.400,1,0,NaN
Spiropora,136.400,61.700,3,0,NaN
Spiroraphe,436.000,418.700,9,0,NaN
Spirorbis,436.000,0.781,158,37,0.0207
Spiroscala,353.800,254.000,7,6,0.0035
Spirostylus,252.300,201.600,16,7,0.0030
Spirotomaria,463.500,460.900,2,0,NaN
Spirotropis,5.332,3.600,5,5,0.1287
Spirovallum,254.000,252.300,2,0,NaN
Spissatella,36.000,15.970,11,0,NaN
Spisula,61.700,0.781,10,3,0.0022
Spiticeras,150.800,136.400,28,23,0.2310
Spitidiscus,140.200,125.450,44,0,NaN
Spitsbergenia,259.000,254.000,1,0,NaN
Spitzbergenia,272.500,268.000,1,0,NaN
Spondylopecten,183.000,145.500,31,19,0.0188
Spondylospira,235.000,201.600,53,2,0.6325
Spondylotreta,463.500,460.900,1,0,NaN
Spondylus,171.600,0.007145,375,55,0.0148
Spongioalveolites,409.100,383.700,8,0,NaN
Spongiomorpha,254.000,122.460,84,3,0.0158
Spongiopsammia,37.200,33.900,1,1,0.0087
Spongonaria,409.100,391.900,5,0,NaN
Spongophylloides,426.200,412.300,31,0,NaN
Spongophyllum,416.000,383.700,38,0,NaN
Sporadoceras,370.600,360.700,6,0,NaN
Sporadopora,65.500,61.700,2,0,NaN
Sporadoporidium,161.200,150.800,1,0,NaN
Sporadopyge,161.200,155.700,1,1,0.0172
Sporadopyle,161.200,150.800,21,7,0.0234
Sporadoscinia,85.800,70.600,5,3,0.0400
Sportella,65.500,28.400,3,3,0.0014
Springvaleia,11.608,5.332,1,0,NaN
Spumisclera,268.000,265.000,1,0,NaN
Spuriosa,298.900,295.000,2,0,NaN
Spurispirifer,426.200,391.900,12,1,0.0528
Spyridiocrinus,412.300,409.100,4,0,NaN
Spyridiophora,298.900,268.000,30,3,0.0052
Spyridoceramus,125.450,65.500,10,1,0.0465
Spyroceras,466.000,360.700,62,6,0.4547
Squamaria,295.000,265.000,4,2,0.0352
Squamathyris,422.900,418.700,1,0,NaN
Squamatina,412.300,409.100,1,0,NaN
Squameoalveolites,409.100,383.700,15,1,0.0026
Squameofavosites,421.300,383.700,110,1,0.0613
Squameolites,421.300,418.700,8,8,0.0735
Squameopora,409.100,391.900,1,0,NaN
Squamirhynchia,189.600,171.600,5,0,NaN
Squamites,409.100,391.900,4,1,0.3067
Squamosocyathus,520.000,513.000,4,0,NaN
Squamularia,318.100,252.300,76,39,0.1601
Squamuliferipecten,295.000,279.500,3,2,0.0084
Stacheites,251.300,247.200,3,0,NaN
Stachella,295.000,252.300,9,4,0.0290
Stacheoceras,290.100,252.300,43,2,0.0172
Stachyodes,416.000,370.600,215,10,0.0306
Stagnicola,2.588,0.781,1,0,NaN
Stamenocella,65.500,28.400,21,0,NaN
Stantonella,70.600,65.500,17,16,0.0119
Staphylopora,409.100,376.100,13,0,NaN
Stapicyathus,520.000,513.000,6,0,NaN
Staufferoceras,460.900,449.500,3,0,NaN
Stauractinella,161.200,155.700,5,3,0.0304
Stauranderaster,93.500,61.700,9,2,0.0076
Stauraster,167.700,155.700,2,0,NaN
Stauria,439.000,426.200,3,0,NaN
Staurocaudina,391.900,376.100,2,0,NaN
Staurocephalites,164.700,161.200,1,0,NaN
Staurocephalus,455.800,421.300,15,0,NaN
Staurocumites,268.000,189.600,16,0,NaN
Staurocystis,428.200,422.900,1,0,NaN
Stauroderma,161.200,145.500,26,9,0.0213
Stauromatidium,418.700,409.100,6,0,NaN
Stearoceras,318.100,254.000,11,1,0.0053
Stegacanthia,360.700,339.400,8,5,0.0764
Stegerhynchus,445.600,402.500,88,6,0.0113
Steginoporella,40.400,5.332,5,0,NaN
Stegnopsis,468.100,460.900,9,0,NaN
Stegochiton,279.500,272.500,2,2,0.2540
Stegocoelia,391.900,254.000,35,17,0.0135
Stegoconcha,167.700,150.800,8,3,0.0258
Stegophiura,83.500,65.500,12,2,0.0040
Steinerella,161.200,136.400,2,0,NaN
Steineria,164.700,125.450,17,0,NaN
Steinhagella,383.700,370.600,5,1,0.0002
Steinmanella,150.800,85.800,4,0,NaN
Steinmannites,221.500,205.600,3,0,NaN
Stelechophyllum,345.000,342.800,2,0,NaN
Steleopteron,150.800,145.500,1,1,0.0109
Stelidioseris,183.000,61.700,33,7,0.0367
Stellahexaformis,272.500,265.000,2,0,NaN
Stellaria,28.400,23.030,1,1,0.0400
Stellarocrinus,314.600,279.500,14,11,0.0202
Stellipora,460.900,418.700,4,1,0.0441
Stelliporella,460.900,418.700,27,5,0.0210
Stellispongia,272.500,136.400,32,5,0.1610
Stellispongiella,268.000,205.600,98,87,0.1052
Stellopora,428.200,382.400,16,0,NaN
Stelloria,99.600,93.500,1,0,NaN
Stelodictyon,445.600,418.700,9,0,NaN
Stenarcestes,205.600,201.600,3,3,0.1438
Stenaster,460.900,449.500,1,1,1.0000
Stenoblepharum,460.900,443.700,15,1,0.3333
Stenocamara,457.500,452.000,1,0,NaN
Stenochrysa,145.500,140.200,1,1,0.1250
Stenoconites,254.000,252.300,1,0,NaN
Stenocrinus,388.100,360.700,10,0,NaN
Stenocyathus,37.200,0.01876,3,0,NaN
Stenodiscus,345.300,252.300,34,0,NaN
Stenodrillia,5.332,2.588,8,8,0.1984
Stenoglaphyrites,318.100,314.600,7,7,0.0065
Stenoglossariorhynchus,388.100,383.700,1,0,NaN
Stenohelia,37.200,33.900,1,0,NaN
Stenolobulites,295.000,268.000,8,0,NaN
Stenoloron,422.900,336.000,22,2,0.0301
Stenopareia,460.900,422.900,82,0,NaN
Stenopecrinus,290.100,279.500,2,2,0.0153
Stenopharciceras,388.100,383.700,1,1,0.0411
Stenophlebia,150.800,145.500,17,10,0.0315
Stenophragmidium,339.400,279.500,6,1,0.0191
Stenopilus,498.500,478.600,15,2,0.0491
Stenopoceras,298.900,254.000,8,0,NaN
Stenopopanoceras,247.200,242.000,2,2,0.3616
Stenopora,339.400,221.500,94,6,0.0364
Stenoporella,345.300,326.400,1,0,NaN
Stenopronorites,318.100,279.500,45,33,0.0265
Stenorhachis,478.600,471.800,1,0,NaN
Stenorhynchia,428.200,391.900,17,3,0.0141
Stenoscisma,416.000,252.300,449,52,0.0543
Stenosiphon,488.300,468.100,1,0,NaN
Stenotheca,520.000,501.000,23,3,0.0115
Stenothecoides,520.000,501.000,19,8,0.0750
Stenothyra,65.500,61.700,1,1,0.0010
Stenozone,279.500,259.000,6,3,0.0184
Stepanoviella,298.900,272.500,2,0,NaN
Stepanoviina,298.900,295.000,5,0,NaN
Stephanastrea,171.600,109.000,40,17,0.1225
Stephanaxocoenia,167.700,161.200,1,0,NaN
Stephanaxophyllia,70.600,55.800,2,1,0.0227
Stephanites,251.300,247.200,9,5,0.3236
Stephanoceras,171.600,167.700,2,0,NaN
Stephanocoenia,150.800,0.004916,93,34,0.0496
Stephanocosmia,235.000,205.600,5,1,0.0005
Stephanocrinus,428.200,426.200,7,0,NaN
Stephanocyathus,19.000,15.900,1,0,NaN
Stephanomorpha,99.600,93.500,1,0,NaN
Stephanophyllia,99.600,0.082,13,0,NaN
Stephanoseris,5.332,0.012,2,0,NaN
Stephanosmilia,48.600,33.900,6,1,0.0213
Stephanouropsis,242.000,235.000,1,1,0.2500
Stephanozyga,345.300,272.500,5,3,0.0050
Stephenaspis,513.000,501.000,4,0,NaN
Stephenicyathus,516.000,513.000,1,0,NaN
Stereoaster,443.700,428.200,1,0,NaN
Stereobrachicrinus,318.100,314.600,1,0,NaN
Stereochia,290.100,254.000,16,12,0.0146
Stereocoenia,161.200,125.450,4,0,NaN
Stereodepasophyllum,336.000,326.400,2,0,NaN
Stereodictyum,303.400,272.500,15,0,NaN
Stereokion,212.000,205.600,1,1,0.0015
Stereolasma,416.000,383.700,15,0,NaN
Stereophyllum,409.100,402.500,1,0,NaN
Stereoplasmoceras,488.300,460.900,15,0,NaN
Stereostylus,345.300,259.000,17,1,0.3333
Stereotoechus,388.100,383.700,1,0,NaN
Sternotaxis,93.500,89.300,8,0,NaN
Steusloffia,466.000,449.500,10,0,NaN
Steusloffina,468.100,428.200,4,0,NaN
Stevocyathus,516.000,513.000,1,0,NaN
Stewartia,23.030,2.588,2,0,NaN
Stewartophyllum,391.900,383.700,1,0,NaN
Sthenarocalymene,436.000,422.900,2,0,NaN
Sthenodonta,468.100,460.900,4,0,NaN
Sthenorytis,23.030,15.970,3,0,NaN
Stibaraster,466.000,460.900,2,2,1.0000
Stibarocrinus,443.700,428.200,1,0,NaN
Stibastrea,164.700,161.200,2,1,0.1667
Stiboriopsis,130.000,70.600,4,0,NaN
Stichopitella,247.200,205.600,2,0,NaN
Stichopites,247.200,150.800,5,0,NaN
Stichotrophia,488.300,478.600,2,0,NaN
Stictopora,466.000,383.700,95,41,0.0293
Stictoporella,468.100,443.700,23,0,NaN
Stictoporina,388.100,383.700,2,0,NaN
Stictostroma,412.300,376.100,67,8,0.1234
Stictotrypa,428.200,426.200,3,0,NaN
Stictozoster,298.900,254.000,21,6,0.0277
Stigmacephalus,501.000,488.300,1,0,NaN
Stigmaspis,498.500,488.300,1,0,NaN
Stigmatella,466.000,416.000,17,0,NaN
Stigmatoa,501.000,488.300,1,0,NaN
Stigmatocythere,48.600,40.400,3,0,NaN
Stigmaulax,23.030,5.0,5,2,0.0039
Stikinoceras,221.500,215.560,4,2,0.5064
Stilifer,0.119,0.119,1,0,NaN
Stilpnotreta,504.000,498.500,20,4,0.4870
Stinocrinus,360.700,353.800,1,0,NaN
Stioderma,279.500,272.500,5,0,NaN
Stipatocrinus,439.000,428.200,1,0,NaN
Stipespongia,428.200,418.700,1,0,NaN
Stiphrothyris,171.600,161.200,9,2,0.0467
Stiptocrinus,428.200,422.900,5,0,NaN
Stipulina,339.400,336.000,2,0,NaN
Stirpulina,70.600,33.900,2,1,0.0224
Stittaspis,501.000,488.300,2,1,0.3543
Stoecklinia,516.000,513.000,1,0,NaN
Stokesoceras,436.000,422.900,1,0,NaN
Stolbovoceras,478.600,466.000,1,0,NaN
Stoliczkaia,105.300,93.500,22,10,0.0703
Stolidotus,426.200,421.300,4,0,NaN
Stolmorhynchia,175.600,161.200,6,1,0.0058
Stolonicella,150.800,145.500,1,0,NaN
Stolzenburgiella,235.000,201.600,6,3,0.6338
Stomachetosella,33.900,28.400,1,0,NaN
Stomatella,0.126,0.012,1,0,NaN
Stomatia,15.970,5.332,2,0,NaN
Stomatopora,471.800,40.400,38,5,0.0447
Stomechinus,167.700,23.030,5,3,0.0057
Stomiocrinus,279.500,272.500,1,0,NaN
Stomohamites,99.600,89.300,8,2,0.0765
Stoppaniceras,247.200,235.000,18,3,0.0081
Stortophyllum,416.000,412.300,4,0,NaN
Stossichia,0.126,0.012,2,2,0.0007
Stramonita,11.608,0.012,4,0,NaN
Strangulites,457.500,455.800,1,0,NaN
Straparella,345.000,252.300,7,3,0.0090
Straparollina,471.800,457.500,43,22,0.0354
Straparollus,460.900,112.030,177,27,0.0211
Stratispongia,279.500,268.000,11,0,NaN
Stratodictyon,460.900,443.700,5,0,NaN
Streblites,155.700,145.500,5,2,0.0826
Streblochondria,336.000,247.200,37,10,0.0125
Streblocladia,295.000,290.100,1,0,NaN
Streblopteria,339.400,254.000,86,12,0.0190
Streblotrypa,388.100,252.300,177,23,0.0188
Streblotrypella,318.100,279.500,2,0,NaN
Strenoceras,171.600,167.700,1,0,NaN
Strenuaeva,516.000,513.000,2,1,0.0588
Strenuella,520.000,513.000,8,1,0.1000
Strephophyllum,416.000,412.300,2,0,NaN
Strepsidura,61.700,37.200,6,2,0.0040
Strepsodiscus,501.000,478.600,9,0,NaN
Streptacis,318.100,251.300,28,17,0.0087
Streptelasma,488.300,360.700,226,66,0.0727
Streptindytes,412.300,388.100,2,0,NaN
Streptis,449.500,426.200,13,0,NaN
Streptochetus,65.500,28.400,2,1,0.0084
Streptocrinus,428.200,426.200,1,0,NaN
Streptorhynchus,426.200,252.300,157,49,0.0385
Streptosolen,471.800,468.100,4,0,NaN
Streptotrochus,428.200,383.700,7,0,NaN
Strepula,426.200,422.900,1,0,NaN
Strettonia,520.000,513.000,1,0,NaN
Striacoceras,391.900,383.700,4,0,NaN
Striactaeonina,196.500,183.000,7,7,0.0167
Striapustula,279.500,259.000,2,1,0.7143
Striarca,83.500,0.12,69,14,0.0514
Striataspongia,376.100,360.700,1,0,NaN
