genus,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Tarijactinoides,409.100,391.900,3,0,NaN
Tarimathyris,279.500,272.500,7,0,NaN
Tarimella,290.100,279.500,1,0,NaN
Tarphophragma,460.900,449.500,2,0,NaN
Tarrantoceras,99.600,93.500,6,1,0.6522
Tarsabedus,196.500,189.600,1,1,1.0000
Tarsophlebia,161.200,130.000,3,2,0.0822
Tarsopterella,418.700,416.000,1,0,NaN
Tarutiglossa,383.700,360.700,2,0,NaN
Tasadia,11.608,7.246,1,0,NaN
Tasmana,504.000,501.000,1,1,0.3000
Tasmanaspis,488.300,476.800,1,0,NaN
Tasmanicytidium,436.000,428.200,1,0,NaN
Tasmanobalanus,21.700,15.900,2,0,NaN
Tasmanocephalus,476.800,466.000,1,0,NaN
Tasmanoconularia,449.500,443.700,1,0,NaN
Tasmanocrinus,279.500,272.500,1,0,NaN
Tasmatica,11.608,5.332,1,0,NaN
Tataronympha,272.500,268.000,1,1,0.0472
Tateiwaia,23.030,13.650,13,3,0.0339
Taucatillocrinus,298.900,252.300,2,0,NaN
Tautosia,265.000,259.000,1,0,NaN
Tavsenia,513.000,501.000,6,0,NaN
Tawera,19.000,0.000,21,0,NaN
Taxocrinus,360.700,345.000,18,13,0.0457
Taxogyra,83.500,65.500,1,0,NaN
Taxonia,48.600,3.600,4,0,NaN
Taylorius,55.800,48.600,1,1,0.1429
Tazzarinia,466.000,457.500,4,1,0.0180
Tcherskidium,449.500,443.700,2,0,NaN
Tcholmanvissia,279.500,268.000,8,8,0.0435
Tcholmanvissiella,272.500,268.000,1,1,0.0055
Tebagathalamia,265.000,259.000,2,0,NaN
Tebitopora,242.000,235.000,2,0,NaN
Technophorus,488.300,457.500,15,1,0.0250
Tecnocyrtina,388.100,376.100,1,0,NaN
Tectaplica,93.500,65.500,3,0,NaN
Tectarius,48.600,0.012,4,0,NaN
Tectonatica,61.700,0.000,85,45,0.0061
Tectura,23.030,2.588,3,1,0.0001
Tectus,122.460,0.012,15,2,0.0098
Tegella,0.781,0.000,3,0,NaN
Tegoceras,112.030,105.300,5,1,0.0161
Tegula,83.500,0.122,90,10,0.0065
Teguliferina,295.000,290.100,1,0,NaN
Tegulorhynchia,55.800,53.000,2,0,NaN
Teicherticeras,409.100,391.900,3,0,NaN
Teichertina,409.100,391.900,2,0,NaN
Teichopora,37.200,33.900,2,0,NaN
Teichostrophia,409.100,391.900,2,0,NaN
Teiichispira,478.600,466.000,1,0,NaN
Teinostoma,83.500,0.000,146,55,0.0024
Tejonia,55.800,37.200,5,0,NaN
Telaeoshaleria,391.900,388.100,1,0,NaN
Teleiophyllia,3.9,3.9,1,0,NaN
Telephina,466.000,445.600,14,0,NaN
Telescopium,61.700,2.588,15,2,0.0008
Tellerina,494.000,488.300,5,0,NaN
Tellerites,252.300,251.300,1,0,NaN
Tellidora,70.600,0.000,24,7,0.0017
Tellidorella,3.5,3.5,1,1,0.0027
Tellimya,5.332,0.012,6,0,NaN
Tellina,247.200,0.000,742,258,0.0086
Tellinidella,11.608,5.332,1,0,NaN
Tellinides,5.332,0.012,1,1,0.0043
Tellinimera,83.500,61.700,95,73,0.0065
Tellinocyclas,65.500,58.700,1,0,NaN
Tellinomorpha,326.400,318.100,1,0,NaN
Tellinomya,295.000,290.100,1,0,NaN
Tellinopsis,388.100,383.700,14,4,0.0194
Tellurimya,164.700,161.200,4,4,0.0914
Telothyris,183.000,175.600,15,14,0.0843
Telycardia,436.000,428.200,1,1,0.1795
Temblornia,23.030,11.1,4,1,0.0008
Tembrockia,33.900,28.400,1,0,NaN
Temnocheilus,290.100,252.300,6,1,0.0625
Temnocidaris,99.600,23.030,15,12,0.0137
Temnoconcha,15.970,0.781,13,2,0.0159
Temnodiscus,452.000,412.300,10,0,NaN
Temnopleurus,11.608,5.332,1,0,NaN
Temnoptychites,140.200,136.400,2,2,0.9535
Temnostigma,183.000,182.000,1,1,0.0027
Temperoceras,412.300,391.900,6,6,0.1140
Tenagodus,40.400,1.7,30,12,0.0056
Tendagurium,164.700,155.700,1,1,0.0045
Tenea,99.600,65.500,75,54,0.0084
Tenedocythere,13.650,7.246,23,20,0.0461
Teneopteron,311.450,306.950,2,2,1.0000
Tenticospirifer,382.400,360.700,18,12,0.0391
Tenuiactaeon,58.700,0.126,2,1,0.0028
Tenuichonetes,279.500,259.000,7,0,NaN
Tenuicorbula,55.800,0.781,16,4,0.0028
Tenuimactra,55.800,48.600,4,2,0.0003
Tenuipteria,70.600,65.500,23,18,0.0126
Tenuiscala,48.600,40.400,5,0,NaN
Tenuisphinctes,161.200,155.700,1,0,NaN
Teramachia,2.588,0.781,1,0,NaN
Terebella,13.650,12.700,1,0,NaN
Terebellum,55.800,0.781,25,11,0.0134
Terebra,55.800,0.000,405,99,0.0037
Terebralia,83.500,0.781,54,5,0.0037
Terebraspira,5.332,0.781,14,0,NaN
Terebratalia,48.600,0.000,6,0,NaN
Terebratella,180.100,11.608,27,2,0.4123
Terebratula,272.500,2.588,94,19,0.0090
Terebratulina,99.600,0.012,33,7,0.0294
Terebratuloidea,265.000,252.300,22,0,NaN
Terebrifusus,65.500,37.200,19,15,0.0020
Terebrimya,112.030,93.500,7,0,NaN
Terebripora,11.608,0.781,3,0,NaN
Terebrirostra,112.030,99.600,2,1,0.0076
Terechtaspis,516.000,513.000,3,0,NaN
Teredina,65.500,2.588,3,0,NaN
Teredo,130.000,0.012,75,15,0.0395
Teremachia,5.332,3.600,2,0,NaN
Teremelon,55.800,53.000,1,0,NaN
Teretia,23.030,0.781,42,33,0.0024
Termierella,520.000,516.000,1,0,NaN
Terminaster,196.500,155.700,3,0,NaN
Ternivoluta,23.030,5.332,9,0,NaN
Terpnocrinus,305.900,303.400,3,2,0.0086
Terquemia,201.600,175.600,3,1,0.0588
Terrakea,295.000,252.300,288,34,0.1304
Terranovella,501.000,488.300,5,0,NaN
Tersus,196.500,189.600,1,1,0.0241
Tesikella,460.900,449.500,8,8,0.3382
Tesnusocaris,326.400,318.100,1,0,NaN
Tessarolax,112.030,55.800,19,4,0.0032
Tesselacauda,488.300,478.600,2,0,NaN
Tesselaster,55.800,37.200,1,1,0.0066
Tesseracme,11.3,2.9,19,14,0.0029
Testallium,33.900,7.246,10,1,0.1184
Testiispongia,513.000,501.000,1,1,0.0806
Testudinalia,0.126,0.000,12,1,0.0007
Tesuquea,318.100,314.600,1,0,NaN
Tethocyathus,1.6,1.6,1,0,NaN
Tethya,2.588,0.012,3,0,NaN
Tethyaster,99.600,89.300,2,1,1.0000
Tethyoceramus,99.600,85.800,12,0,NaN
Tethyochonetes,265.000,251.300,69,2,0.0348
Tetoria,150.800,122.460,23,0,NaN
Tetorimya,171.600,161.200,9,0,NaN
Tetrabelus,125.450,93.500,8,0,NaN
Tetrabrachiocrinus,268.000,265.000,1,0,NaN
Tetracarcinus,70.600,65.500,1,0,NaN
Tetraclita,28.400,0.012,14,0,NaN
Tetractinella,247.200,242.000,1,0,NaN
Tetradella,466.000,443.700,9,0,NaN
Tetradium,457.500,455.800,12,1,0.0099
Tetragonites,125.450,65.500,119,30,0.0251
Tetragonoecia,136.400,130.000,1,0,NaN
Tetragramma,125.450,93.500,19,16,0.0214
Tetragraptus,488.300,463.500,50,0,NaN
Tetrahoplites,112.030,109.000,1,0,NaN
Tetralobula,501.000,466.000,3,0,NaN
Tetranota,452.000,443.700,14,0,NaN
Tetraodontella,478.600,455.800,4,0,NaN
Tetraplaria,1.6,1.6,1,1,0.0005
Tetrapygus,0.126,0.012,1,0,NaN
Tetrarhynchia,189.600,175.600,19,5,0.0512
Tetrasacculus,388.100,342.800,10,1,0.0066
Tetraserpula,164.700,155.700,10,8,0.0121
Tetraspidoceras,196.500,183.000,1,0,NaN
Tetratomia,409.100,391.900,1,0,NaN
Tetrocycloecia,58.700,48.600,1,1,0.1667
Tetsaoceras,247.200,242.000,9,0,NaN
Tettavus,272.500,268.000,1,1,0.0094
Tettigoilus,136.400,130.000,1,0,NaN
Tettoedischia,279.500,272.500,2,2,0.0072
Teutonica,171.600,161.200,4,4,0.0816
Texacrinus,295.000,254.000,6,1,0.0185
Texanites,89.300,70.600,20,3,0.0243
Texigryphaea,112.030,99.600,3,0,NaN
Thadiqithyris,164.700,161.200,1,0,NaN
Thaerocythere,11.608,3.600,3,0,NaN
Thaiaspis,314.600,306.950,2,0,NaN
Thais,33.900,0.000,46,11,0.0029
Thala,2.588,0.781,1,1,0.0063
Thalamocrinus,402.500,391.900,1,0,NaN
Thalamoporella,20.430,3.6,2,1,0.0015
Thalamospongia,140.200,136.400,1,0,NaN
Thalassoceras,295.000,279.500,12,9,0.0221
Thalattocanthus,314.600,306.950,1,0,NaN
Thaleops,460.900,449.500,2,0,NaN
Thallograptus,391.900,383.700,1,0,NaN
Thallospongia,268.000,265.000,1,1,0.0385
Thalotia,11.608,0.012,4,0,NaN
Thambetolepis,516.000,513.000,1,0,NaN
Thamnarea,125.450,112.030,1,0,NaN
Thamnasteria,189.600,112.030,19,4,0.1002
Thamniscus,345.300,295.000,19,1,0.0096
Thamnobeatricia,460.900,449.500,1,0,NaN
Thamnodictya,326.400,318.100,1,0,NaN
Thamnograptus,478.600,466.000,1,0,NaN
Thamnophyllum,412.300,382.400,7,0,NaN
Thamnopora,436.000,259.000,23,0,NaN
Thamnoporella,388.100,383.700,3,0,NaN
Thamnoptychia,409.100,383.700,7,1,0.0041
Thamnoseris,112.030,93.500,5,0,NaN
Thamnosia,295.000,254.000,17,0,NaN
Thamnospongia,93.500,89.300,1,0,NaN
Thanamites,242.000,235.000,9,2,0.0196
Thatcheria,23.030,3.600,3,1,0.0002
Thaumastoplax,15.970,11.608,1,0,NaN
Thaumatoblastus,290.100,279.500,2,0,NaN
Theamataspis,460.900,443.700,1,0,NaN
Thebesia,445.600,443.700,1,0,NaN
Thecaspinellum,418.700,416.000,2,0,NaN
Thecia,428.200,421.300,6,0,NaN
Thecidea,70.600,65.500,1,0,NaN
Thecidellina,2.588,0.781,1,0,NaN
Thecidiopsis,140.200,136.400,1,0,NaN
Thecocyathus,183.000,171.600,16,7,0.0044
Thecocyrtelloidea,247.200,242.000,6,6,0.0236
Thecoseris,125.450,112.030,2,0,NaN
Thecosmilia,201.600,89.300,15,1,0.2000
Thecospira,235.000,221.500,11,11,0.2010
Thecospiropsis,235.000,221.500,4,4,0.0932
Thecostegites,416.000,409.100,1,0,NaN
Theelia,314.600,40.400,32,18,0.0617
Thelecythara,3.600,2.588,1,1,0.0079
Theodossia,383.700,376.100,15,11,0.1964
Theodoxus,65.500,0.012,23,3,0.0006
Theonella,33.900,23.030,1,1,0.7273
Theora,3.600,0.000,7,1,0.0003
Thereitis,61.700,58.700,1,1,0.0004
Thermalites,252.300,247.200,6,5,0.8913
Thesbia,15.970,11.608,3,0,NaN
Thetidites,215.560,212.000,1,0,NaN
Thetironia,112.030,93.500,2,0,NaN
Thetis,125.450,89.300,9,5,0.0408
Thiara,201.600,2.588,22,0,NaN
Thiemella,412.300,370.600,6,1,0.0049
Thisbites,232.000,215.560,11,2,0.2774
Thlipsura,391.900,388.100,2,0,NaN
Thlipsurella,416.000,388.100,4,0,NaN
Thnetodes,272.500,268.000,1,1,0.0270
Tholifrons,501.000,488.300,3,0,NaN
Tholopora,93.500,89.300,1,0,NaN
Thomasaria,383.700,345.300,4,0,NaN
Thomasatia,460.900,449.500,3,0,NaN
Thomasiphyllum,306.950,298.900,1,0,NaN
Thomasites,93.500,89.300,8,3,0.0684
Thomastus,443.700,428.200,3,0,NaN
Thoracotes,183.000,182.000,1,1,0.0027
Thoralia,478.600,466.000,1,0,NaN
Thoralispira,478.600,466.000,7,0,NaN
Thoraloceras,488.300,478.600,3,3,0.0846
Thoralocolus,478.600,466.000,1,0,NaN
Thoristella,40.400,15.900,3,0,NaN
Thorsteinssonoceras,140.200,136.400,5,0,NaN
Thracia,290.100,0.000,354,115,0.0163
Thrincoceras,360.700,279.500,5,1,0.0143
Thuleproductus,265.000,259.000,1,0,NaN
Thurandina,409.100,402.500,1,0,NaN
Thurmannella,161.200,155.700,5,4,0.0463
Thurmannia,201.600,196.500,1,0,NaN
Thurmanniceras,140.200,130.000,13,0,NaN
Thuroholia,360.700,182.000,9,0,NaN
Thyasira,85.800,0.000,80,12,0.0020
Thylacocrinus,412.300,409.100,2,0,NaN
Thylacus,83.500,65.500,24,18,0.0037
Thymurus,478.600,466.000,1,0,NaN
Thyonidium,48.600,40.400,1,0,NaN
Thysanopeltella,402.500,388.100,4,0,NaN
Thysanopeltis,391.900,388.100,1,0,NaN
Thysanopyge,488.300,468.100,50,0,NaN
Thysanotos,488.300,478.600,2,0,NaN
Thysanus,5.332,2.588,6,4,0.0512
Tiarasmilia,145.500,93.500,2,0,NaN
Tiarechinus,235.000,221.500,1,1,0.0168
Tiaromma,99.600,93.500,8,8,0.0126
Tibagya,409.100,388.100,1,0,NaN
Tiberia,0.126,0.012,1,1,0.0015
Tibersyrnola,19.000,15.900,1,0,NaN
Tibetites,221.500,201.600,1,0,NaN
Tibia,61.700,0.781,55,11,0.0076
Tiburnus,40.400,37.200,3,3,0.0012
Tienoceras,279.500,272.500,1,0,NaN
Tienodictyon,412.300,409.100,1,0,NaN
Tigillumia,279.500,259.000,12,5,0.0761
Tillyardagrion,205.600,201.600,1,1,0.0303
Tillyardembia,279.500,272.500,5,4,0.0204
Tillyardiella,272.500,268.000,1,1,0.0094
Tillywhimia,145.500,140.200,1,1,0.0135
Tiltoniceras,189.600,182.000,32,2,0.2000
Timania,306.950,290.100,2,1,0.2500
Timaniella,295.000,254.000,13,1,0.0222
Timanodictya,295.000,265.000,7,0,NaN
Timisia,7.246,5.332,1,0,NaN
Timoceras,251.300,247.200,7,0,NaN
Timoclea,20.430,0.000,70,8,0.0077
Timoraspis,265.000,259.000,1,0,NaN
Timorites,265.000,254.000,4,0,NaN
Timothynus,48.600,7.9,13,8,0.0016
Tindariopsis,5.332,0.000,16,1,0.5454
Tintorium,83.500,65.500,3,2,0.0038
Tipispirifer,254.000,252.300,1,0,NaN
Tiramnia,295.000,268.000,8,0,NaN
Tirasiana,542.000,530.000,1,1,0.1250
Tirolites,251.300,247.200,29,0,NaN
Tirolonautilus,259.000,254.000,1,0,NaN
Tissintia,463.500,457.500,53,40,0.1143
Tissotia,89.300,85.800,26,0,NaN
Titanoceras,295.000,290.100,1,0,NaN
Titanomena,445.600,443.700,1,0,NaN
Titanoplina,488.300,478.600,1,0,NaN
Titanosarcolites,70.600,65.500,3,2,0.0990
Titanothyris,272.500,259.000,1,0,NaN
Titusvillia,364.700,360.700,1,0,NaN
Tityrophoria,290.100,279.500,1,0,NaN
Tivela,55.800,0.122,70,10,0.0040
Tivelina,55.800,28.400,52,49,0.0119
Tivellina,55.800,48.600,1,0,NaN
Tiverina,416.000,412.300,1,0,NaN
Tivertonia,314.600,279.500,24,0,NaN
Tiza,33.900,28.400,1,1,0.0058
Tjaernoeia,11.608,7.246,1,0,NaN
Tjururpites,251.300,247.200,2,0,NaN
Tmetoceras,180.100,171.600,7,0,NaN
Toarctocera,180.100,171.600,36,27,0.0100
Tococladus,279.500,272.500,1,1,0.0029
Toechomya,409.100,402.500,3,1,0.0082
Toernquistia,460.900,449.500,2,0,NaN
Togoina,48.600,40.400,5,0,NaN
Toledonia,11.608,7.246,1,0,NaN
Toletanaspis,466.000,460.900,1,0,NaN
Tollia,145.500,136.400,48,4,0.1941
Tollicyathus,516.000,513.000,1,0,NaN
Tollmannicrinus,247.200,242.000,2,2,0.0021
Tolmachovia,488.300,463.500,8,0,NaN
Tomagnostella,513.000,488.300,11,0,NaN
Tomagnostus,513.000,501.000,3,0,NaN
Tomasina,488.300,466.000,3,0,NaN
Tomaszoviella,140.200,136.400,4,4,0.0345
Tomeferusa,183.000,182.000,1,1,0.0909
Tomidaster,99.600,93.500,2,2,0.0103
Tomiopsis,298.900,252.300,119,48,0.1818
Tommotia,542.000,520.000,1,0,NaN
Tomoceras,313.800,305.900,1,0,NaN
Tomopleura,23.030,0.012,11,1,0.0003
Tomponautilus,252.300,251.300,1,0,NaN
Tompophiceras,252.300,251.300,21,4,0.8409
Tompoproptychites,252.300,251.300,1,1,0.5000
Tomyris,40.400,37.200,2,0,NaN
Tonasirhynchia,145.500,140.200,1,0,NaN
Tongapapaka,12.700,11.608,1,0,NaN
Tongluceras,272.500,268.000,6,0,NaN
Tongzithyris,259.000,254.000,1,0,NaN
Tonicella,0.126,0.012,6,0,NaN
Tonicia,5.332,0.781,2,0,NaN
Tonkinella,542.000,513.000,1,0,NaN
Tonna,7.246,0.000,49,12,0.0127
Tonohamites,125.450,112.030,3,2,1.0000
Tonopahella,513.000,501.000,6,2,0.5394
Toquimaphyllum,422.900,421.300,2,0,NaN
Torallochus,167.700,161.200,2,2,0.0079
Torastarte,205.600,189.600,4,2,0.1094
Torcula,65.500,0.012,47,20,0.0282
Torifera,513.000,501.000,1,0,NaN
Torinia,48.600,5.332,5,0,NaN
Torinista,33.900,3.5,5,3,0.0018
Tornatellaea,164.700,28.400,105,63,0.0172
Tornatina,15.970,11.608,5,4,0.0009
Tornoceras,388.100,364.700,28,0,NaN
Tornquistia,360.700,254.000,30,15,0.2580
Tornquistites,221.500,215.560,1,0,NaN
Tornus,83.500,2.588,23,7,0.0014
Torquatisphinctes,155.700,145.500,8,1,0.3333
Torquesia,122.460,0.012,44,2,0.0535
Torquifer,15.970,10.5,3,0,NaN
Torquirhynchia,164.700,150.800,6,5,0.0426
Tortarctica,112.030,109.000,2,0,NaN
Tortoflabellum,19.000,6.500,2,0,NaN
Tortoliva,37.200,23.030,2,0,NaN
Torynelasma,488.300,478.600,1,0,NaN
Torynifer,364.700,326.400,15,8,0.0503
Toryniferella,364.700,360.700,2,0,NaN
Torynomma,99.600,65.500,5,1,1.0000
Tosapecten,235.000,201.600,46,0,NaN
Toulminella,61.700,58.700,2,1,0.0216
Towapteria,268.000,251.300,19,0,NaN
Toxaster,145.500,109.000,14,2,0.0690
Toxeumorphora,290.100,279.500,1,0,NaN
Toxoceratoides,130.000,112.030,17,6,0.3089
Toxochasmops,455.800,443.700,3,0,NaN
Toxodotes,247.200,242.000,1,1,0.0114
Toxopneustes,5.332,3.600,1,0,NaN
Toxorthis,445.600,436.000,9,8,0.0109
Tozerites,247.200,242.000,1,0,NaN
Trabeculatia,259.000,252.300,11,0,NaN
Trachelochetus,37.200,3.600,2,1,0.0009
Trachycardium,112.030,0.000,512,290,0.0277
Trachyceras,242.000,232.000,8,4,0.6389
Trachydomia,313.800,265.000,10,1,0.0022
Trachyleberis,70.600,3.600,13,1,0.0029
Trachynerita,247.200,242.000,2,2,0.0056
Trachyphyllia,61.700,0.781,7,1,0.0182
Trachypollia,23.030,11.608,2,1,0.0008
Trachysagenites,235.000,221.500,2,2,0.0521
Trachyscaphites,83.500,65.500,2,0,NaN
Trachyspira,254.000,252.300,1,0,NaN
Trachystenoceras,232.000,221.500,1,0,NaN
Trachyteuthis,150.800,145.500,2,2,1.0000
Trachytriton,83.500,65.500,7,1,0.0014
Tragodesmoceras,93.500,89.300,4,0,NaN
Tragodesmoceroides,93.500,89.300,2,0,NaN
Tragophylloceras,189.600,183.000,1,0,NaN
Tragorhacoceras,212.000,205.600,1,0,NaN
Trajana,23.030,2.588,16,0,NaN
Trajanella,122.460,83.500,21,2,0.0391
Transcaucasathyris,259.000,252.300,10,0,NaN
Transennatia,290.100,252.300,66,3,0.0785
Transennella,37.200,0.000,71,35,0.0223
Transitoblatta,247.200,242.000,1,1,0.0541
Transovula,40.400,37.200,1,1,0.0011
Transversaria,259.000,252.300,11,5,0.0697
Trapezium,125.450,0.781,21,1,0.0231
Trapezophyllum,382.400,379.500,1,0,NaN
Trapezovitus,542.000,530.000,1,0,NaN
Trataucladia,295.000,290.100,2,1,1.0000
Traumatocrinus,242.000,221.500,2,0,NaN
Trautscholdia,164.700,155.700,4,1,0.0058
Treioria,478.600,466.000,1,1,0.0431
Tremaphorus,109.000,105.300,1,0,NaN
Trematis,452.000,443.700,15,5,0.0179
Trematobolus,542.000,501.000,2,0,NaN
Trematoceras,251.300,247.200,11,2,0.3333
Trematocystis,436.000,426.200,1,0,NaN
Trematooecia,1.7,1.7,1,1,0.0028
Trematopora,460.900,422.900,3,0,NaN
Trematospira,443.700,383.700,10,0,NaN
Trematothorax,145.500,130.000,3,3,0.0230
Trematotrochus,58.700,48.600,1,0,NaN
Tremogasterina,3.6,1.6,6,6,0.0102
Tremopora,20.430,15.970,1,0,NaN
Tremoschizodina,1.6,1.6,1,1,0.0005
Tremospongia,93.500,89.300,1,0,NaN
Trepocryptopora,478.600,471.800,2,0,NaN
Trepospira,436.000,259.000,56,3,0.1175
Treptoceras,466.000,443.700,18,13,0.1442
Treptotreta,501.000,498.500,1,0,NaN
Tresus,5.332,0.012,35,1,0.0249
Tretaspis,457.500,443.700,71,12,0.1585
Tretoceras,466.000,466.000,1,0,NaN
Tretosina,5.332,2.588,1,0,NaN
Tretospira,247.200,155.700,2,2,0.0185
Treveropyge,418.700,391.900,6,0,NaN
Triactinella,466.000,460.900,1,0,NaN
Triadocidaris,247.200,221.500,11,10,0.0453
Triadohealdia,242.000,235.000,1,0,NaN
Triadonereis,247.200,242.000,1,1,0.0465
Triadoteuthis,242.000,235.000,1,1,1.0000
Triadotiaris,235.000,221.500,4,4,0.0048
Triadotypus,247.200,242.000,1,1,0.0286
Triaphorus,242.000,205.600,7,0,NaN
Triarthropsis,501.000,488.300,1,1,0.2000
Triarthrus,488.300,445.600,101,27,0.0992
Triassicidaris,235.000,221.500,1,1,0.0168
Triassinella,252.300,242.000,4,0,NaN
Triassocirrus,247.200,242.000,10,10,0.0053
Triassodotes,247.200,242.000,3,3,0.0282
Triassoephemera,247.200,242.000,4,4,0.0202
Triassomanthus,247.200,242.000,5,5,0.1251
Triassonurus,247.200,242.000,4,4,0.1810
Triassoparacyrtophyllites,247.200,242.000,1,1,0.0222
Triassophyllum,247.200,242.000,1,1,0.2889
Tribia,5.332,3.600,2,0,NaN
Tribrachyocrinus,290.100,259.000,30,0,NaN
Tricarilda,175.600,161.200,32,0,NaN
Tricarina,130.000,112.030,1,0,NaN
Triceracrinus,300.200,298.900,1,0,NaN
Trichinocrinus,449.500,443.700,2,0,NaN
Trichinopolia,83.500,70.600,2,0,NaN
Trichites,183.000,145.500,23,15,0.0065
Trichocrinus,422.900,416.000,3,0,NaN
Trichomya,19.000,0.119,2,0,NaN
Trichopeltarion,33.900,11.608,2,0,NaN
Trichopteridium,183.000,182.000,1,1,0.0027
Trichorthophlebia,183.000,182.000,1,1,0.0027
Trichosirius,19.000,15.970,2,0,NaN
Trichothyris,164.700,161.200,1,1,0.0519
Trichotropis,83.500,0.000,22,7,0.0015
Tricolia,48.600,0.000,69,24,0.0044
Tricrepicephalus,513.000,488.300,8,0,NaN
Tricycloseris,189.600,161.200,2,1,0.2000
Tridacna,11.608,0.012,5,0,NaN
Tridactylus,105.300,99.600,1,1,0.0002
Tridentarius,5.332,2.588,2,0,NaN
Triendoceras,460.900,449.500,2,2,0.6325
Triforis,58.700,0.012,7,2,0.0065
Trigerastraea,175.600,168.400,2,1,0.2000
Triginglymus,40.400,37.200,1,0,NaN
Trigonarca,167.700,33.900,33,1,0.0001
Trigonella,3.600,0.012,3,0,NaN
Trigonia,212.000,55.800,331,104,0.0304
Trigoniocardia,37.200,1.6,189,39,0.0111
Trigonioides,145.500,93.500,14,0,NaN
Trigonirhynchella,242.000,235.000,1,1,0.0455
Trigonirhynchia,428.200,402.500,7,0,NaN
Trigonocallista,93.500,65.500,10,0,NaN
Trigonocerca,488.300,471.800,10,0,NaN
Trigonoconcha,460.900,449.500,1,1,0.2203
Trigonodesma,48.600,40.400,6,0,NaN
Trigonodictya,460.900,449.500,6,0,NaN
Trigonodus,251.300,232.000,56,0,NaN
Trigonoglossa,388.100,295.000,5,1,0.0060
Trigonograptus,488.300,449.500,11,0,NaN
Trigonopis,155.700,150.800,3,3,1.0000
Trigonopora,5.332,2.588,1,0,NaN
Trigonostoma,70.600,0.012,96,59,0.0010
Trigonostrophia,478.600,468.100,2,0,NaN
Trigonotreta,318.100,252.300,167,53,0.0846
Trigonucula,235.000,221.500,3,0,NaN
Trigonulina,6.1,1.6,16,14,0.0046
Trigrammaria,460.900,449.500,2,0,NaN
Trilacinoceras,463.500,460.900,1,0,NaN
Trilobagnostus,501.000,488.300,1,1,1.0000
Trimalaxis,55.800,48.600,2,1,0.0002
Trimarginites,161.200,155.700,1,0,NaN
Trimerella,436.000,422.900,3,0,NaN
Trimerocephalus,376.100,370.600,1,0,NaN
Trimeroceras,436.000,426.200,1,0,NaN
Trimerolichas,439.000,436.000,3,0,NaN
Trimerus,439.000,376.100,58,1,0.0177
Trimusculus,7.246,0.012,15,1,0.0029
Trinacria,83.500,15.970,19,3,0.0008
Trinitasia,19.5,3.600,5,0,NaN
Trinodus,488.300,445.600,36,9,0.0787
Trinucleoides,466.000,449.500,4,0,NaN
Trinucleus,478.600,455.800,6,2,0.2357
Triopus,460.900,455.800,1,0,NaN
Tripartella,164.700,161.200,2,0,NaN
Triphora,48.600,0.000,71,20,0.0032
Tripia,48.600,40.400,3,1,0.0218
Triplagnostus,513.000,501.000,8,0,NaN
Triplesia,463.500,422.900,101,77,0.0224
Triploca,33.900,28.400,2,0,NaN
Triplofusus,18.2,0.012,17,7,0.0098
Triplophyllum,326.400,252.300,2,0,NaN
Triporula,1.6,1.6,1,1,0.0005
Triproetus,295.000,259.000,2,0,NaN
Triptychus,1.7,1.6,2,2,0.0057
Triredimiculum,279.500,272.500,1,1,1.0000
Trisidos,33.900,0.781,26,3,0.0342
Tristratocoelia,265.000,259.000,1,0,NaN
Triticispongia,520.000,516.000,4,2,0.0131
Tritoechia,478.600,460.900,15,3,0.0520
Triton,3.600,2.588,2,0,NaN
Tritonatractus,40.400,33.900,14,12,0.0039
Tritonium,33.900,28.400,1,0,NaN
Tritonoceras,339.400,318.100,1,0,NaN
Tritonophon,455.800,428.200,8,1,0.0198
Tritonopsis,28.400,19.3,7,0,NaN
Triumphis,23.030,1.6,2,0,NaN
Trivia,55.800,0.012,51,33,0.0042
Trivirostra,15.970,2.588,3,0,NaN
Trixagites,201.600,196.500,1,0,NaN
Trobus,70.600,65.500,8,8,0.0054
Trochaclis,37.200,2.588,3,2,0.0066
Trochactaeon,105.300,65.500,55,1,0.0763
Trochalia,155.700,150.800,3,0,NaN
Trochilioceras,306.950,303.400,1,0,NaN
Trochiscolithus,460.900,443.700,2,0,NaN
Trochita,58.700,0.000,143,69,0.0058
Trochobolus,109.000,99.600,4,0,NaN
Trochoceramus,70.600,65.500,5,0,NaN
Trochocerithium,5.332,3.600,2,0,NaN
Trochocyathus,164.700,3.600,102,21,0.0456
Trochocystites,513.000,505.000,2,0,NaN
Trochodiadema,125.450,112.030,1,0,NaN
Trochoidomeandra,130.000,125.450,1,0,NaN
Trocholites,463.500,455.800,11,6,0.3128
Trochonema,466.000,418.700,23,0,NaN
Trochonemopsis,409.100,391.900,1,0,NaN
Trochophyllum,360.700,342.800,7,5,0.0086
Trochopsidea,122.460,112.030,5,0,NaN
Trochoseris,70.600,15.970,6,0,NaN
Trochosmilia,112.030,15.970,11,0,NaN
Trochotiara,161.200,155.700,2,0,NaN
Trochotoma,201.600,155.700,3,0,NaN
Trochurus,449.500,445.600,1,0,NaN
Trochus,247.200,0.012,53,2,0.0060
Troedssonella,463.500,460.900,1,0,NaN
Troitsaia,175.600,171.600,1,0,NaN
Trominina,33.900,23.030,12,1,0.0250
Trona,23.030,20.430,4,1,0.0001
Trondorthis,478.600,449.500,2,0,NaN
Troostella,83.500,65.500,4,3,0.0018
